"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name"
"ENSMUSG00000001156",14948.8221365165,0.921197347302299,0.202401747040209,4.55133100762857,5.33076052120908e-06,0.000267030312652122,"Mxd1"
"ENSMUSG00000094559",14790.5290289212,0.323616509071657,0.259892805685703,1.24519225616048,0.213061088435199,0.469144602637701,"Cyp2d34"
"ENSMUSG00000064357",14264.0717517259,-0.441962518808316,0.42557625053722,-1.03850371878227,0.299035604856285,0.564437642423098,"mt-Atp6"
"ENSMUSG00000020788",14775.475487296,0.496944765748531,0.152695565520802,3.25448066585032,0.00113599892369539,0.015209407310548,"Atp2a3"
"ENSMUSG00000020719",14438.859652706,-0.144945472009043,0.0673917465776602,-2.15078966445858,0.031492805258081,0.148624549323282,"Ddx5"
"ENSMUSG00000075602",14998.6517718577,1.86632401100108,0.362276326045499,5.15165876659213,2.58192510095547e-07,2.14990561586139e-05,"Ly6a"
"ENSMUSG00000073421",14465.3963458847,0.609010199475765,0.372652231425428,1.63425882932794,0.102204514538365,0.305331397429135,"H2-Ab1"
"ENSMUSG00000037805",14372.5386253448,-0.33036147745409,0.112930714367936,-2.92534656583991,0.00344072802665776,0.0335674314419823,"Rpl10a"
"ENSMUSG00000076609",13799.046963957,-0.463858396328414,0.550775295467841,-0.842191725274102,0.399680644786253,0.657021130943546,"Igkc"
"ENSMUSG00000030688",14349.0652825911,-0.232898804566366,0.168699467359121,-1.38055447484359,0.167415989233375,0.407486225076362,"Stard10"
